CPU,%user
2,2.02
3,2.02
4,0.00
5,0.00
6,2.00
7,2.02
8,0.00
9,100.00
10,100.00
11,100.00
all,34.47
0,2.00
1,100.00
2,3.92
3,1.01
4,33.00
5,1.00
6,3.00
7,1.01
8,1.01
9,100.00
10,67.68
11,100.00
all,33.72
0,0.99
1,40.00
2,1.01
3,0.00
4,10.00
5,26.26
6,1.01
7,61.39
8,0.00
9,99.01
10,90.00
11,74.00
all,34.14
0,1.01
1,1.00
2,0.00
3,4.00
4,1.98
5,99.01
6,0.99
7,100.00
8,1.00
9,100.00
10,100.00
11,0.00
all,33.78
0,1.00
1,0.00
2,0.00
3,1.00
4,0.00
5,100.00
6,1.00
7,100.00
8,0.00
9,100.00
10,100.00
11,1.00
all,34.22
0,2.00
1,2.00
2,0.98
3,1.96
4,1.00
5,100.00
6,0.99
7,100.00
8,3.00
9,100.00
10,100.00
11,0.00
all,33.69
0,0.99
1,63.00
2,1.00
3,1.01
4,0.00
5,100.00
6,0.99
7,36.36
8,0.00
9,100.00
10,100.00
11,1.01
all,34.11
0,1.00
1,100.00
2,1.00
3,1.98
4,1.00
5,0.00
6,4.00
7,0.00
8,1.01
9,100.00
10,100.00
11,99.00
all,34.50
0,3.96
1,100.00
2,2.02
3,1.00
4,1.98
5,0.99
6,2.02
7,1.00
8,2.00
9,100.00
10,100.00
11,100.00
all,36.32
0,4.90
1,100.00
2,4.90
3,4.00
4,26.00
5,3.00
6,4.00
7,3.96
8,7.92
9,100.00
10,79.00
11,100.00
all,34.53
0,2.00
1,99.01
2,1.01
3,1.98
4,69.70
5,12.24
6,2.97
7,2.00
8,2.97
9,100.00
10,31.00
11,89.90
all,34.02
0,19.04
1,59.89
2,35.03
3,28.02
4,26.92
5,23.06
6,4.41
7,39.81
8,50.04
9,44.35
10,53.24
11,24.35
