CPU,%user
2,60.00
3,100.00
4,100.00
5,100.00
6,2.00
7,0.00
8,39.60
9,1.01
10,100.00
11,100.00
all,67.47
0,85.44
1,99.00
2,2.02
3,99.01
4,100.00
5,100.00
6,17.17
7,2.02
8,100.00
9,2.02
10,100.00
11,100.00
all,67.39
0,100.00
1,100.00
2,66.67
3,8.08
4,100.00
5,100.00
6,3.00
7,3.00
8,35.00
9,93.00
10,100.00
11,100.00
all,68.00
0,79.00
1,100.00
2,2.02
3,3.96
4,100.00
5,100.00
6,23.23
7,7.07
8,100.00
9,100.00
10,100.00
11,100.00
all,66.78
0,83.84
1,75.25
2,1.96
3,1.00
4,100.00
5,100.00
6,16.83
7,24.75
8,100.00
9,100.00
10,100.00
11,100.00
all,69.07
0,98.00
1,100.00
2,11.22
3,3.12
4,99.01
5,100.00
6,7.07
7,5.10
8,100.00
9,100.00
10,99.01
11,100.00
all,67.22
0,55.00
1,73.74
2,32.00
3,2.00
4,100.00
5,100.00
6,46.46
7,28.28
8,68.69
9,100.00
10,100.00
11,100.00
all,67.89
0,42.00
1,49.00
2,70.71
3,99.00
4,100.00
5,100.00
6,62.00
7,56.00
8,31.68
9,4.04
10,100.00
11,100.00
all,68.81
0,100.00
1,7.14
2,92.08
3,50.50
4,100.00
5,100.00
6,5.00
7,100.00
8,13.27
9,55.45
10,100.00
11,100.00
all,67.86
0,74.00
1,4.95
2,67.00
3,3.03
4,100.00
5,100.00
6,30.00
7,100.00
8,35.64
9,100.00
10,100.00
11,100.00
all,67.31
0,100.00
1,58.59
2,97.00
3,1.01
4,100.00
5,100.00
6,1.02
7,43.00
8,5.05
9,100.00
10,100.00
11,99.01
all,66.40
0,88.11
1,65.77
2,57.88
3,69.48
4,49.83
5,80.55
6,61.12
7,45.06
8,71.50
9,54.11
10,73.80
11,79.54
