CPU,%user
2,99.00
3,98.02
4,99.01
5,98.02
6,100.00
7,99.00
8,100.00
9,98.99
10,99.00
11,100.00
all,99.67
0,100.00
1,99.00
2,100.00
3,100.00
4,100.00
5,100.00
6,100.00
7,100.00
8,100.00
9,97.03
10,100.00
11,100.00
all,99.08
0,99.01
1,99.00
2,99.00
3,99.00
4,100.00
5,98.00
6,100.00
7,100.00
8,100.00
9,96.04
10,100.00
11,99.00
all,99.08
0,100.00
1,99.00
2,99.01
3,100.00
4,97.00
5,99.01
6,100.00
7,100.00
8,99.01
9,98.00
10,99.00
11,99.01
all,99.83
0,100.00
1,100.00
2,100.00
3,100.00
4,100.00
5,99.00
6,99.01
7,100.00
8,100.00
9,100.00
10,100.00
11,100.00
all,99.33
0,99.00
1,100.00
2,98.02
3,98.02
4,99.00
5,99.00
6,100.00
7,99.00
8,100.00
9,100.00
10,100.00
11,100.00
all,99.42
0,100.00
1,98.02
2,100.00
3,99.00
4,100.00
5,99.00
6,100.00
7,100.00
8,98.99
9,100.00
10,99.01
11,99.01
all,99.67
0,100.00
1,100.00
2,100.00
3,98.99
4,99.01
5,99.00
6,100.00
7,99.00
8,100.00
9,100.00
10,100.00
11,100.00
all,99.50
0,100.00
1,98.00
2,100.00
3,100.00
4,100.00
5,99.00
6,99.00
7,99.00
8,99.01
9,100.00
10,100.00
11,100.00
all,99.58
0,100.00
1,99.00
2,100.00
3,99.00
4,98.02
5,100.00
6,100.00
7,100.00
8,100.00
9,99.00
10,100.00
11,100.00
all,99.17
0,99.01
1,100.00
2,100.00
3,100.00
4,99.00
5,99.01
6,99.01
7,100.00
8,100.00
9,95.05
10,99.01
11,100.00
all,95.36
0,97.41
1,95.63
2,94.88
3,97.19
4,95.78
5,95.31
6,93.69
7,94.55
8,96.23
9,94.97
10,94.06
11,94.62
